Word: ' Inspired' | Start: 0.00s | End: 2.16s
Word: ' an' | Start: 895.14s | End: 895.32s
Word: ' approximate' | Start: 895.32s | End: 895.84s
Word: ' value' | Start: 895.84s | End: 896.40s
Word: ' of' | Start: 896.40s | End: 896.78s
Word: ' $384,' | Start: 896.78s | End: 898.52s
Word: ' I' | Start: 898.52s | End: 899.32s
Word: ' will' | Start: 899.32s | End: 899.46s
Word: ' get' | Start: 899.46s | End: 899.64s
Word: ' a' | Start: 899.64s | End: 899.92s
Word: ' Core' | Start: 899.92s | End: 900.20s
Word: ' i3,' | Start: 900.20s | End: 901.54s
Word: ' but' | Start: 901.54s | End: 902.70s
Word: ' a' | Start: 902.70s | End: 902.92s
Word: ' 12th' | Start: 902.92s | End: 903.54s
Word: ' gen' | Start: 903.54s | End: 903.72s
Word: ' Core' | Start: 903.72s | End: 904.00s
Word: ' i3,' | Start: 904.00s | End: 904.52s
Word: ' which' | Start: 904.52s | End: 904.72s
Word: ' is' | Start: 904.72s | End: 904.84s
Word: ' going' | Start: 904.84s | End: 904.98s
Word: ' to' | Start: 904.98s | End: 905.04s
Word: ' make' | Start: 905.04s | End: 905.20s
Word: ' this' | Start: 905.20s | End: 905.42s
Word: ' a' | Start: 905.42s | End: 905.66s
Word: ' pretty' | Start: 905.66s | End: 906.26s
Word: ' capable' | Start: 906.26s | End: 907.24s
Word: ' gaming' | Start: 907.24s | End: 907.66s
Word: ' rig,' | Start: 907.66s | End: 908.10s
Word: ' as' | Start: 908.10s | End: 908.56s
Word: ' long' | Start: 908.56s | End: 908.80s
Word: ' as' | Start: 908.80s | End: 909.00s
Word: ' you're' | Start: 909.00s | End: 909.14s
Word: ' not' | Start: 909.14s | End: 909.24s
Word: ' playing' | Start: 909.24s | End: 909.46s
Word: ' anything' | Start: 909.46s | End: 909.72s
Word: ' that' | Start: 909.72s | End: 909.88s
Word: ' requires' | Start: 909.88s | End: 910.34s
Word: ' more' | Start: 910.34s | End: 910.84s
Word: ' than' | Start: 910.84s | End: 911.12s
Word: ' 4' | Start: 911.12s | End: 911.68s
Word: ' performance' | Start: 911.68s | End: 912.64s
Word: ' cores' | Start: 912.64s | End: 912.98s
Word: ' at' | Start: 912.98s | End: 913.32s
Word: ' a' | Start: 913.32s | End: 913.42s
Word: ' speed' | Start: 913.42s | End: 913.70s
Word: ' of' | Start: 913.70s | End: 914.02s
Word: ' 4' | Start: 914.02s | End: 914.32s
Word: '.3' | Start: 914.32s | End: 915.18s
Word: ' gigahertz.' | Start: 915.18s | End: 916.52s
Word: ' Oh,' | Start: 916.30s | End: 918.54s
Word: ' if' | Start: 918.54s | End: 918.70s
Word: ' I' | Start: 918.70s | End: 918.80s
Word: ' roll' | Start: 918.80s | End: 918.96s
Word: ' a' | Start: 918.96s | End: 919.12s
Word: ' six,' | Start: 919.12s | End: 919.68s
Word: ' I'm' | Start: 919.68s | End: 920.66s
Word: ' on' | Start: 920.66s | End: 920.78s
Word: ' the' | Start: 920.78s | End: 920.90s
Word: ' hook' | Start: 920.90s | End: 921.14s
Word: ' for' | Start: 921.14s | End: 921.50s
Word: ' a' | Start: 921.50s | End: 921.70s
Word: ' $2' | Start: 921.70s | End: 922.48s
Word: ',000' | Start: 922.48s | End: 923.12s
Word: ' Threadripper' | Start: 923.12s | End: 924.22s
Word: ' 2990' | Start: 924.22s | End: 925.62s
Word: ' WX,' | Start: 925.62s | End: 926.28s
Word: ' a' | Start: 926.28s | End: 926.44s
Word: ' 32' | Start: 926.44s | End: 926.84s
Word: ' core?' | Start: 926.84s | End: 927.48s
Word: ' Yeah.' | Start: 927.88s | End: 928.34s
Word: ' A' | Start: 928.74s | End: 928.84s
Word: ' 32' | Start: 928.84s | End: 929.40s
Word: ' core' | Start: 929.40s | End: 929.86s
Word: ' Threadripper' | Start: 929.86s | End: 930.64s
Word: ' and' | Start: 930.64s | End: 931.34s
Word: ' an' | Start: 931.34s | End: 931.52s
Word: ' Aorus' | Start: 931.52s | End: 931.98s
Word: ' TRX40' | Start: 931.98s | End: 933.56s
Word: ' Master' | Start: 933.56s | End: 934.70s
Word: ' motherboard.' | Start: 934.70s | End: 936.22s
Word: ' In' | Start: 936.82s | End: 937.04s
Word: ' many' | Start: 937.04s | End: 937.38s
Word: ' ways,' | Start: 937.38s | End: 937.94s
Word: ' this' | Start: 937.94s | End: 938.28s
Word: ' is' | Start: 938.28s | End: 938.42s
Word: ' the' | Start: 938.42s | End: 938.58s
Word: ' best' | Start: 938.58s | End: 938.92s
Word: ' processor' | Start: 938.92s | End: 939.52s
Word: ' here' | Start: 939.52s | End: 939.80s
Word: ' by' | Start: 939.80s | End: 940.04s
Word: ' a' | Start: 940.04s | End: 940.26s
Word: ' mile.' | Start: 940.26s | End: 940.86s
Word: ' You' | Start: 941.12s | End: 941.30s
Word: ' better' | Start: 941.30s | End: 941.50s
Word: ' just' | Start: 941.50s | End: 941.76s
Word: ' hope' | Start: 941.76s | End: 942.16s
Word: ' you' | Start: 942.16s | End: 942.56s
Word: ' get' | Start: 942.56s | End: 942.74s
Word: ' a' | Start: 942.74s | End: 942.86s
Word: ' good' | Start: 942.86s | End: 943.04s
Word: ' cooler.' | Start: 943.04s | End: 943.70s
Word: ' Otherwise' | Start: 943.70s | End: 943.96s
Word: ' it' | Start: 943.96s | End: 944.30s
Word: ' is' | Start: 944.30s | End: 944.44s
Word: ' gonna' | Start: 944.44s | End: 944.64s
Word: ' thermal' | Start: 944.64s | End: 945.12s
Word: ' throttle' | Start: 945.12s | End: 945.52s
Word: ' like' | Start: 945.52s | End: 945.88s
Word: ' nobody's' | Start: 945.88s | End: 946.48s
Word: ' business' | Start: 946.48s | End: 946.84s
Word: ' And' | Start: 947.20s | End: 947.44s
Word: ' we' | Start: 947.44s | End: 947.60s
Word: ' might' | Start: 947.60s | End: 947.82s
Word: ' have' | Start: 947.82s | End: 948.08s
Word: ' to' | Start: 948.08s | End: 948.30s
Word: ' zap' | Start: 948.30s | End: 948.64s
Word: ' strap' | Start: 948.64s | End: 948.86s
Word: ' it' | Start: 948.86s | End: 949.12s
Word: ' on' | Start: 949.12s | End: 949.38s
Word: ' and' | Start: 949.38s | End: 950.16s
Word: ' I'm' | Start: 950.16s | End: 950.36s
Word: ' not' | Start: 950.36s | End: 950.50s
Word: ' we're' | Start: 950.50s | End: 950.70s
Word: ' not' | Start: 950.70s | End: 950.82s
Word: ' cheating' | Start: 950.82s | End: 951.14s
Word: ' here.' | Start: 951.14s | End: 951.52s
Word: ' We're' | Start: 951.52s | End: 951.72s
Word: ' not' | Start: 951.72s | End: 951.84s
Word: ' cheating' | Start: 951.84s | End: 952.18s
Word: ' if' | Start: 952.18s | End: 952.50s
Word: ' we' | Start: 952.50s | End: 952.62s
Word: ' roll' | Start: 952.62s | End: 952.86s
Word: ' it' | Start: 952.86s | End: 953.02s
Word: ' We' | Start: 953.42s | End: 953.62s
Word: ' roll' | Start: 953.62s | End: 953.86s
Word: ' it' | Start: 953.86s | End: 954.04s
Word: ' next' | Start: 954.04s | End: 955.00s
Word: ' up' | Start: 955.00s | End: 955.24s
Word: ' at' | Start: 955.24s | End: 955.98s
Word: ' 7' | Start: 955.98s | End: 956.36s
Word: ' for' | Start: 956.36s | End: 956.76s
Word: ' an' | Start: 956.76s | End: 956.86s
Word: ' approximate' | Start: 956.86s | End: 957.16s
Word: ' value' | Start: 957.16s | End: 957.56s
Word: ' of' | Start: 957.56s | End: 957.78s
Word: ' $483' | Start: 958.50s | End: 958.94s
Word: ' we've' | Start: 958.94s | End: 959.92s
Word: ' got' | Start: 959.92s | End: 960.22s
Word: ' the' | Start: 960.22s | End: 960.58s
Word: ' i7' | Start: 960.58s | End: 961.24s
Word: ' 11700k' | Start: 961.24s | End: 962.88s
Word: ' Okay,' | Start: 963.64s | End: 963.94s
Word: ' rocket' | Start: 963.94s | End: 964.22s
Word: ' lake' | Start: 964.22s | End: 964.46s
Word: ' not' | Start: 964.46s | End: 965.02s
Word: ' incredible' | Start: 965.02s | End: 965.62s
Word: ' for' | Start: 965.62s | End: 965.88s
Word: ' its' | Start: 965.88s | End: 966.04s
Word: ' time,' | Start: 966.04s | End: 966.36s
Word: ' but' | Start: 966.36s | End: 966.48s
Word: ' absolutely' | Start: 966.48s | End: 967.22s
Word: ' a' | Start: 967.22s | End: 967.88s
Word: ' capable' | Start: 967.54s | End: 968.44s
Word: ' gaming' | Start: 968.44s | End: 968.84s
Word: ' CPU' | Start: 968.84s | End: 969.30s
Word: ' and' | Start: 969.30s | End: 969.88s
Word: ' then' | Start: 969.88s | End: 970.02s
Word: ' an' | Start: 970.02s | End: 970.18s
Word: ' MSI' | Start: 970.18s | End: 970.56s
Word: ' MEG' | Start: 970.56s | End: 970.80s
Word: ' Z590' | Start: 970.80s | End: 971.44s
Word: ' motherboard.' | Start: 971.44s | End: 972.14s
Word: ' At' | Start: 972.14s | End: 972.64s
Word: ' 8' | Start: 972.64s | End: 972.86s
Word: ' we' | Start: 972.86s | End: 973.46s
Word: ' have' | Start: 973.46s | End: 973.60s
Word: ' a' | Start: 973.60s | End: 973.68s
Word: ' Ryzen' | Start: 973.68s | End: 974.00s
Word: ' 7' | Start: 974.00s | End: 974.28s
Word: ' 5700X' | Start: 974.52s | End: 975.46s
Word: ' and' | Start: 975.46s | End: 975.70s
Word: ' ASRock' | Start: 975.70s | End: 976.08s
Word: ' B550' | Start: 976.08s | End: 976.82s
Word: ' board' | Start: 976.82s | End: 977.02s
Word: ' that's' | Start: 977.02s | End: 977.24s
Word: ' around' | Start: 977.24s | End: 977.44s
Word: ' 550' | Start: 977.44s | End: 978.18s
Word: ' bucks.' | Start: 978.18s | End: 978.82s
Word: ' This' | Start: 978.82s | End: 978.90s
Word: ' is' | Start: 978.90s | End: 979.00s
Word: ' an' | Start: 979.00s | End: 979.18s
Word: ' excellent' | Start: 979.18s | End: 979.88s
Word: ' excellent' | Start: 980.54s | End: 980.90s
Word: ' CPU.' | Start: 980.90s | End: 982.16s
Word: ' Basically' | Start: 982.16s | End: 983.18s
Word: ' capable' | Start: 983.18s | End: 984.66s
Word: ' of' | Start: 984.66s | End: 984.94s
Word: ' anything' | Start: 984.94s | End: 985.26s
Word: ' you'd' | Start: 985.26s | End: 985.54s
Word: ' want' | Start: 985.54s | End: 985.66s
Word: ' to' | Start: 985.66s | End: 985.76s
Word: ' do,' | Start: 985.76s | End: 986.08s
Word: ' only' | Start: 986.08s | End: 986.22s
Word: ' 65' | Start: 986.22s | End: 986.74s
Word: ' watts' | Start: 986.74s | End: 987.22s
Word: ' 8' | Start: 987.38s | End: 987.58s
Word: ' core' | Start: 987.58s | End: 987.78s
Word: ' 16' | Start: 987.78s | End: 988.12s
Word: ' threads' | Start: 988.12s | End: 988.58s
Word: ' and' | Start: 988.58s | End: 989.20s
Word: ' then' | Start: 989.20s | End: 989.36s
Word: ' we' | Start: 989.36s | End: 989.54s
Word: ' get' | Start: 989.54s | End: 989.76s
Word: ' really' | Start: 989.76s | End: 990.18s
Word: ' interesting.' | Start: 990.18s | End: 991.02s
Word: ' Here's' | Start: 991.02s | End: 991.60s
Word: ' another' | Start: 991.60s | End: 992.06s
Word: ' 8' | Start: 992.06s | End: 992.36s
Word: ' core' | Start: 992.36s | End: 992.60s
Word: ' 16' | Start: 992.60s | End: 992.94s
Word: ' thread' | Start: 993.04s | End: 993.28s
Word: ' combo' | Start: 993.28s | End: 993.68s
Word: ' but' | Start: 993.68s | End: 994.08s
Word: ' this' | Start: 994.08s | End: 994.34s
Word: ' one's' | Start: 994.34s | End: 994.64s
Word: ' worth' | Start: 994.64s | End: 994.82s
Word: ' almost' | Start: 994.82s | End: 995.28s
Word: ' a' | Start: 995.28s | End: 995.54s
Word: ' grand' | Start: 995.54s | End: 996.00s
Word: ' why' | Start: 996.00s | End: 996.68s
Word: ' because' | Start: 996.68s | End: 997.30s
Word: ' it's' | Start: 997.30s | End: 997.54s
Word: ' ryzen' | Start: 997.54s | End: 997.98s
Word: ' 7' | Start: 997.98s | End: 998.36s
Word: ' absolutely' | Start: 998.36s | End: 999.26s
Word: ' brand' | Start: 999.26s | End: 999.64s
Word: ' spanking' | Start: 999.64s | End: 1000.10s
Word: ' new' | Start: 1000.20s | End: 1000.42s
Word: ' sealed' | Start: 1000.42s | End: 1001.58s
Word: ' box' | Start: 1001.58s | End: 1002.18s
Word: ' brand' | Start: 1002.18s | End: 1004.02s
Word: ' new' | Start: 1004.02s | End: 1004.40s
Word: ' cpu' | Start: 1004.40s | End: 1005.02s
Word: ' and' | Start: 1005.02s | End: 1006.30s
Word: ' it' | Start: 1006.30s | End: 1006.68s
Word: ' can' | Start: 1006.68s | End: 1006.84s
Word: ' be' | Start: 1006.84s | End: 1006.98s
Word: ' yours' | Start: 1006.98s | End: 1007.32s
Word: ' if' | Start: 1007.32s | End: 1008.44s
Word: ' i' | Start: 1008.44s | End: 1008.54s
Word: ' roll' | Start: 1008.54s | End: 1008.74s
Word: ' a' | Start: 1008.74s | End: 1008.88s
Word: ' nine' | Start: 1008.88s | End: 1009.12s
Word: ' finally' | Start: 1009.12s | End: 1010.46s
Word: ' number' | Start: 1010.46s | End: 1011.16s
Word: ' 10.' | Start: 1011.16s | End: 1011.70s
Word: ' one' | Start: 1011.70s | End: 1011.86s
Word: ' thing' | Start: 1011.86s | End: 1012.00s
Word: ' to' | Start: 1012.00s | End: 1012.14s
Word: ' note' | Start: 1012.20s | End: 1012.34s
Word: ' though' | Start: 1012.34s | End: 1012.54s
Word: ' that' | Start: 1012.54s | End: 1013.64s
Word: ' board' | Start: 1013.64s | End: 1013.88s
Word: ' is' | Start: 1013.88s | End: 1014.00s
Word: ' covered' | Start: 1014.00s | End: 1014.22s
Word: ' in' | Start: 1014.22s | End: 1014.36s
Word: ' vaseline' | Start: 1014.36s | End: 1014.84s
Word: ' the' | Start: 1014.84s | End: 1015.12s
Word: ' board' | Start: 1015.12s | End: 1015.30s
Word: ' has' | Start: 1015.30s | End: 1015.56s
Word: ' vaseline' | Start: 1015.56s | End: 1016.26s
Word: ' yeah' | Start: 1016.26s | End: 1016.78s
Word: ' oh' | Start: 1016.78s | End: 1017.38s
Word: ' um' | Start: 1017.38s | End: 1018.26s
Word: ' well' | Start: 1018.26s | End: 1019.06s
Word: ' that' | Start: 1019.06s | End: 1019.24s
Word: ' makes' | Start: 1019.24s | End: 1019.44s
Word: ' it' | Start: 1019.44s | End: 1019.56s
Word: ' go' | Start: 1019.52s | End: 1019.70s
Word: ' faster,' | Start: 1019.70s | End: 1020.40s
Word: ' right?' | Start: 1020.40s | End: 1020.70s
Word: ' Yes.' | Start: 1020.70s | End: 1021.92s
Word: ' It's' | Start: 1021.92s | End: 1022.52s
Word: ' speed' | Start: 1022.52s | End: 1022.90s
Word: ' lube.' | Start: 1022.90s | End: 1023.70s
Word: ' Finally,' | Start: 1023.70s | End: 1026.36s
Word: ' if' | Start: 1026.36s | End: 1026.46s
Word: ' I' | Start: 1026.46s | End: 1026.56s
Word: ' roll' | Start: 1026.56s | End: 1026.78s
Word: ' a' | Start: 1026.78s | End: 1026.96s
Word: ' 10,' | Start: 1026.96s | End: 1027.52s
Word: ' you' | Start: 1027.52s | End: 1027.92s
Word: ' get' | Start: 1027.92s | End: 1028.06s
Word: ' a' | Start: 1028.06s | End: 1028.18s
Word: ' Core' | Start: 1028.18s | End: 1028.44s
Word: ' i9' | Start: 1028.44s | End: 1028.80s
Word: '-13900K' | Start: 1028.80s | End: 1030.04s
Word: ' and' | Start: 1030.04s | End: 1030.24s
Word: ' an' | Start: 1030.24s | End: 1030.36s
Word: ' MSI' | Start: 1030.36s | End: 1030.72s
Word: ' Meg' | Start: 1030.76s | End: 1030.92s
Word: ' Z790.' | Start: 1030.92s | End: 1032.26s
Word: ' This' | Start: 1032.26s | End: 1032.46s
Word: ' is' | Start: 1032.46s | End: 1032.60s
Word: ' worth' | Start: 1032.60s | End: 1032.84s
Word: ' over' | Start: 1032.84s | End: 1033.32s
Word: ' a' | Start: 1033.32s | End: 1033.66s
Word: ' G.' | Start: 1033.66s | End: 1034.58s
Word: ' Eight' | Start: 1034.58s | End: 1035.06s
Word: ' performance' | Start: 1035.06s | End: 1035.60s
Word: ' cores,' | Start: 1035.60s | End: 1036.58s
Word: ' 16' | Start: 1036.58s | End: 1036.94s
Word: ' efficiency' | Start: 1036.94s | End: 1037.64s
Word: ' cores,' | Start: 1037.64s | End: 1038.38s
Word: ' 5' | Start: 1038.38s | End: 1038.56s
Word: '.8' | Start: 1038.56s | End: 1039.22s
Word: ' gigahertz' | Start: 1039.22s | End: 1039.74s
Word: ' max.' | Start: 1039.74s | End: 1040.36s
Word: ' If' | Start: 1040.94s | End: 1041.06s
Word: ' you're' | Start: 1041.06s | End: 1041.20s
Word: ' a' | Start: 1041.20s | End: 1041.28s
Word: ' gamer,' | Start: 1041.28s | End: 1041.94s
Word: ' this' | Start: 1041.94s | End: 1042.30s
Word: ' is' | Start: 1042.30s | End: 1042.68s
Word: ' the' | Start: 1042.68s | End: 1043.36s
Word: ' fastest' | Start: 1043.36s | End: 1043.78s
Word: ' possible.' | Start: 1043.78s | End: 1044.40s
Word: ' Either' | Start: 1044.40s | End: 1044.66s
Word: ' of' | Start: 1044.66s | End: 1044.88s
Word: ' these' | Start: 1044.88s | End: 1044.98s
Word: ' actually' | Start: 1044.98s | End: 1045.42s
Word: ' are' | Start: 1045.42s | End: 1045.66s
Word: ' the' | Start: 1045.66s | End: 1045.78s
Word: ' fastest' | Start: 1045.78s | End: 1046.20s
Word: ' options' | Start: 1046.20s | End: 1046.70s
Word: ' and' | Start: 1046.76s | End: 1047.38s
Word: ' then' | Start: 1047.38s | End: 1047.72s
Word: ' things' | Start: 1047.72s | End: 1048.86s
Word: ' kind' | Start: 1048.86s | End: 1049.04s
Word: ' of' | Start: 1049.04s | End: 1049.16s
Word: ' fall' | Start: 1049.16s | End: 1049.44s
Word: ' off' | Start: 1049.44s | End: 1049.78s
Word: ' from' | Start: 1049.78s | End: 1050.18s
Word: ' there.' | Start: 1050.18s | End: 1051.04s
Word: ' Where'd' | Start: 1051.40s | End: 1051.62s
Word: ' that' | Start: 1051.62s | End: 1051.78s
Word: ' die' | Start: 1051.78s | End: 1052.00s
Word: ' go?' | Start: 1052.00s | End: 1052.28s
Word: ' Where's' | Start: 1052.30s | End: 1052.46s
Word: ' my' | Start: 1052.46s | End: 1052.58s
Word: ' die' | Start: 1052.58s | End: 1052.86s
Word: ' at?' | Start: 1052.86s | End: 1053.20s
Word: ' Okay,' | Start: 1053.28s | End: 1054.22s
Word: ' Andrew,' | Start: 1054.22s | End: 1054.98s
Word: ' let's' | Start: 1054.98s | End: 1055.82s
Word: ' go,' | Start: 1055.82s | End: 1056.30s
Word: ' let's' | Start: 1056.30s | End: 1056.88s
Word: ' go.' | Start: 1056.88s | End: 1057.48s
Word: ' Just' | Start: 1061.62s | End: 1061.82s
Word: ' got' | Start: 1061.82s | End: 1061.96s
Word: ' my' | Start: 1061.96s | End: 1062.12s
Word: ' COVID' | Start: 1062.12s | End: 1062.38s
Word: ' all' | Start: 1062.38s | End: 1062.58s
Word: ' over' | Start: 1062.58s | End: 1062.78s
Word: ' it.' | Start: 1062.78s | End: 1063.28s
Word: ' Is' | Start: 1063.86s | End: 1064.02s
Word: ' COVID' | Start: 1064.02s | End: 1064.24s
Word: ' over?' | Start: 1064.24s | End: 1064.56s
Word: ' Can' | Start: 1064.56s | End: 1064.64s
Word: ' we' | Start: 1064.64s | End: 1064.72s
Word: ' make' | Start: 1064.72s | End: 1064.90s
Word: ' COVID' | Start: 1064.90s | End: 1065.16s
Word: ' jokes' | Start: 1065.16s | End: 1065.38s
Word: ' now?' | Start: 1065.38s | End: 1066.16s
Word: ' Four.' | Start: 1066.78s | End: 1067.34s
Word: ' What's' | Start: 1067.80s | End: 1068.10s
Word: ' four?' | Start: 1068.10s | End: 1068.58s
Word: ' Oh,' | Start: 1069.36s | End: 1070.56s
Word: ' okay.' | Start: 1070.56s | End: 1071.78s
Word: ' Eight' | Start: 1072.40s | End: 1072.56s
Word: ' cores,' | Start: 1072.56s | End: 1073.60s
Word: ' 16' | Start: 1073.60s | End: 1073.92s
Word: ' threads.' | Start: 1073.92s | End: 1075.04s
Word: ' approximate' | Start: 1077.24s | End: 1077.66s
Word: ' value' | Start: 1077.66s | End: 1078.22s
Word: ' of' | Start: 1078.22s | End: 1078.54s
Word: ' $550.' | Start: 1078.54s | End: 1080.66s
Word: ' All' | Start: 1080.66s | End: 1081.92s
Word: ' right,' | Start: 1081.92s | End: 1082.38s
Word: ' that's' | Start: 1082.38s | End: 1082.64s
Word: ' not' | Start: 1082.64s | End: 1082.80s
Word: ' so' | Start: 1082.80s | End: 1083.04s
Word: ' bad.' | Start: 1083.04s | End: 1083.62s
Word: ' What' | Start: 1083.62s | End: 1084.20s
Word: ' am' | Start: 1084.20s | End: 1084.34s
Word: ' I' | Start: 1084.34s | End: 1084.44s
Word: ' up' | Start: 1084.44s | End: 1084.62s
Word: ' to' | Start: 1084.62s | End: 1084.78s
Word: ' right' | Start: 1084.78s | End: 1085.00s
Word: ' now,' | Start: 1085.00s | End: 1085.26s
Word: ' Alex?' | Start: 1085.26s | End: 1085.58s
Word: ' Are' | Start: 1085.58s | End: 1085.64s
Word: ' you' | Start: 1085.64s | End: 1085.72s
Word: ' gonna' | Start: 1085.82s | End: 1085.86s
Word: ' keep' | Start: 1085.86s | End: 1086.04s
Word: ' a' | Start: 1086.04s | End: 1086.22s
Word: ' running' | Start: 1086.22s | End: 1086.42s
Word: ' total' | Start: 1086.42s | End: 1086.78s
Word: ' of' | Start: 1086.78s | End: 1087.08s
Word: ' everything' | Start: 1087.08s | End: 1087.60s
Word: ' that' | Start: 1087.60s | End: 1087.88s
Word: ' I've' | Start: 1087.88s | End: 1088.06s
Word: ' spent' | Start: 1088.06s | End: 1088.30s
Word: ' over' | Start: 1088.30s | End: 1088.58s
Word: ' the' | Start: 1088.58s | End: 1088.70s
Word: ' course' | Start: 1088.70s | End: 1088.88s
Word: ' of' | Start: 1088.88s | End: 1089.06s
Word: ' the' | Start: 1089.06s | End: 1089.16s
Word: ' stream?' | Start: 1089.16s | End: 1089.64s
Word: ' I' | Start: 1089.64s | End: 1089.88s
Word: ' guess' | Start: 1089.88s | End: 1090.02s
Word: ' I' | Start: 1090.02s | End: 1090.10s
Word: ' probably' | Start: 1090.16s | End: 1090.36s
Word: ' should.' | Start: 1090.36s | End: 1091.06s
Word: ' Okay.' | Start: 1091.06s | End: 1091.40s
Word: ' Yeah,' | Start: 1091.40s | End: 1091.78s
Word: ' that' | Start: 1091.78s | End: 1091.94s
Word: ' seems' | Start: 1091.94s | End: 1092.14s
Word: ' like' | Start: 1092.14s | End: 1092.30s
Word: ' a' | Start: 1092.30s | End: 1092.40s
Word: ' pretty' | Start: 1092.40s | End: 1092.56s
Word: ' cool' | Start: 1092.56s | End: 1092.78s
Word: ' idea.' | Start: 1092.78s | End: 1093.20s
Word: ' Let's' | Start: 1093.20s | End: 1093.36s
Word: ' go' | Start: 1093.36s | End: 1093.48s
Word: ' ahead' | Start: 1093.48s | End: 1093.70s
Word: ' and' | Start: 1093.70s | End: 1093.96s
Word: ' get' | Start: 1093.96s | End: 1094.10s
Word: ' our' | Start: 1094.10s | End: 1094.24s
Word: ' CPU' | Start: 1094.24s | End: 1094.58s
Word: ' installed.' | Start: 1094.66s | End: 1095.28s
Word: ' And' | Start: 1095.28s | End: 1095.64s
Word: ' then' | Start: 1095.64s | End: 1095.78s
Word: ' we're' | Start: 1095.78s | End: 1095.96s
Word: ' gonna' | Start: 1095.96s | End: 1096.04s
Word: ' go' | Start: 1096.04s | End: 1096.24s
Word: ' over' | Start: 1096.24s | End: 1096.50s
Word: ' and' | Start: 1096.50s | End: 1096.66s
Word: ' roll' | Start: 1096.66s | End: 1096.82s
Word: ' for' | Start: 1096.82s | End: 1097.00s
Word: ' a' | Start: 1097.00s | End: 1097.14s
Word: ' cooler.' | Start: 1097.14s | End: 1097.54s
Word: ' What' | Start: 1097.54s | End: 1097.60s
Word: ' do' | Start: 1097.60s | End: 1097.66s
Word: ' you' | Start: 1097.66s | End: 1097.74s
Word: ' guys' | Start: 1097.74s | End: 1097.90s
Word: ' think?' | Start: 1097.90s | End: 1098.52s
Word: ' Did' | Start: 1098.52s | End: 1099.70s
Word: ' my' | Start: 1099.70s | End: 1099.86s
Word: ' laptop' | Start: 1099.86s | End: 1100.18s
Word: ' ever' | Start: 1100.34s | End: 1100.46s
Word: ' make' | Start: 1100.46s | End: 1100.66s
Word: ' its' | Start: 1100.66s | End: 1100.80s
Word: ' way' | Start: 1100.80s | End: 1100.96s
Word: ' back' | Start: 1100.96s | End: 1101.16s
Word: ' over' | Start: 1101.16s | End: 1101.40s
Word: ' here' | Start: 1101.40s | End: 1101.58s
Word: ' so' | Start: 1101.58s | End: 1101.78s
Word: ' that' | Start: 1101.78s | End: 1101.90s
Word: ' I' | Start: 1101.90s | End: 1101.98s
Word: ' can' | Start: 1101.98s | End: 1102.14s
Word: ' have' | Start: 1102.14s | End: 1102.30s
Word: ' a' | Start: 1102.30s | End: 1102.42s
Word: ' little' | Start: 1102.42s | End: 1102.54s
Word: ' bit' | Start: 1102.54s | End: 1102.66s
Word: ' of' | Start: 1102.66s | End: 1102.78s
Word: ' a' | Start: 1102.78s | End: 1102.86s
Word: ' closer' | Start: 1102.86s | End: 1103.20s
Word: ' look' | Start: 1103.20s | End: 1103.48s
Word: ' at' | Start: 1103.48s | End: 1103.66s
Word: ' our' | Start: 1103.66s | End: 1103.80s
Word: ' oh,' | Start: 1103.80s | End: 1104.02s
Word: ' I' | Start: 1104.00s | End: 1104.22s
Word: ' mean,' | Start: 1104.22s | End: 1104.42s
Word: ' I' | Start: 1104.42s | End: 1104.44s
Word: ' guess' | Start: 1104.44s | End: 1104.58s
Word: ' the' | Start: 1104.58s | End: 1104.74s
Word: ' chats' | Start: 1104.74s | End: 1104.98s
Word: ' are' | Start: 1104.98s | End: 1105.16s
Word: ' over' | Start: 1105.16s | End: 1105.30s
Word: ' there.' | Start: 1105.30s | End: 1105.76s
Word: ' Heck' | Start: 1107.66s | End: 1107.90s
Word: ' yeah.' | Start: 1107.90s | End: 1108.26s
Word: ' All' | Start: 1108.34s | End: 1108.38s
Word: ' right.' | Start: 1108.38s | End: 1108.56s
Word: ' Floatplane' | Start: 1108.58s | End: 1109.00s
Word: ' seems' | Start: 1109.00s | End: 1109.28s
Word: ' pretty' | Start: 1109.28s | End: 1109.58s
Word: ' happy' | Start: 1109.58s | End: 1109.88s
Word: ' with' | Start: 1109.88s | End: 1110.10s
Word: ' the' | Start: 1110.10s | End: 1110.22s
Word: ' roll.' | Start: 1110.22s | End: 1110.70s
Word: ' 69.' | Start: 1111.16s | End: 1111.82s
Word: ' Nice.' | Start: 1111.90s | End: 1112.36s
Word: ' Yeah,' | Start: 1112.52s | End: 1112.86s
Word: ' yeah,' | Start: 1112.86s | End: 1113.10s
Word: ' yeah.' | Start: 1113.10s | End: 1113.32s
Word: ' We' | Start: 1113.32s | End: 1113.46s
Word: ' know.' | Start: 1113.46s | End: 1113.82s
Word: ' We' | Start: 1113.82s | End: 1113.90s
Word: ' get' | Start: 1113.90s | End: 1114.08s
Word: ' it,' | Start: 1114.08s | End: 1114.32s
Word: ' guys.' | Start: 1114.32s | End: 1114.80s
Word: ' You' | Start: 1115.20s | End: 1115.44s
Word: ' got' | Start: 1115.44s | End: 1115.56s
Word: ' to' | Start: 1115.56s | End: 1115.64s
Word: ' click' | Start: 1115.64s | End: 1115.82s
Word: ' more' | Start: 1115.82s | End: 1116.04s
