Word: ' bar' | Start: 0.04s | End: 0.34s
Word: ' dongle' | Start: 3645.00s | End: 3645.24s
Word: ' for' | Start: 3645.24s | End: 3645.38s
Word: ' this' | Start: 3645.38s | End: 3645.54s
Word: ' mice' | Start: 3645.54s | End: 3645.74s
Word: ' is' | Start: 3645.74s | End: 3645.88s
Word: ' missing.' | Start: 3645.88s | End: 3646.26s
Word: ' Gotta' | Start: 3646.32s | End: 3646.40s
Word: ' love' | Start: 3646.40s | End: 3646.60s
Word: ' it.' | Start: 3646.60s | End: 3646.78s
Word: ' I' | Start: 3646.78s | End: 3646.78s
Word: ' have' | Start: 3646.78s | End: 3646.78s
Word: ' a' | Start: 3646.78s | End: 3646.78s
Word: ' keyboard.' | Start: 3646.78s | End: 3647.68s
Word: ' I' | Start: 3648.40s | End: 3649.54s
Word: ' can't' | Start: 3649.54s | End: 3649.78s
Word: ' even' | Start: 3649.78s | End: 3649.96s
Word: ' really' | Start: 3649.96s | End: 3650.26s
Word: ' get' | Start: 3650.26s | End: 3650.44s
Word: ' mad' | Start: 3650.44s | End: 3650.62s
Word: ' at' | Start: 3650.62s | End: 3650.74s
Word: ' people' | Start: 3650.74s | End: 3650.96s
Word: ' about' | Start: 3650.96s | End: 3651.20s
Word: ' that' | Start: 3651.20s | End: 3651.40s
Word: ' because' | Start: 3651.52s | End: 3651.86s
Word: ' I'm' | Start: 3651.86s | End: 3652.18s
Word: ' as' | Start: 3652.18s | End: 3652.32s
Word: ' bad' | Start: 3652.32s | End: 3652.50s
Word: ' as' | Start: 3652.50s | End: 3652.70s
Word: ' anyone' | Start: 3652.70s | End: 3652.92s
Word: ' about' | Start: 3652.92s | End: 3653.14s
Word: ' it.' | Start: 3653.14s | End: 3653.72s
Word: ' Do' | Start: 3655.72s | End: 3655.96s
Word: ' you' | Start: 3655.96s | End: 3656.04s
Word: ' have' | Start: 3656.04s | End: 3656.18s
Word: ' enough' | Start: 3656.18s | End: 3656.42s
Word: ' grab' | Start: 3656.42s | End: 3656.64s
Word: ' and' | Start: 3656.64s | End: 3656.76s
Word: ' go?' | Start: 3656.76s | End: 3657.14s
Word: ' No.' | Start: 3657.32s | End: 3657.66s
Word: ' For' | Start: 3657.66s | End: 3657.76s
Word: ' the' | Start: 3657.76s | End: 3657.84s
Word: ' whole' | Start: 3657.84s | End: 3657.96s
Word: ' class?' | Start: 3657.96s | End: 3658.40s
Word: ' Wait,' | Start: 3658.40s | End: 3658.72s
Word: ' oh' | Start: 3658.72s | End: 3659.14s
Word: ' really?' | Start: 3659.14s | End: 3659.72s
Word: ' Yeah,' | Start: 3659.96s | End: 3660.24s
Word: ' there' | Start: 3660.24s | End: 3660.30s
Word: ' might' | Start: 3660.30s | End: 3660.42s
Word: ' be' | Start: 3660.42s | End: 3660.56s
Word: ' some' | Start: 3660.56s | End: 3660.82s
Word: ' over' | Start: 3660.82s | End: 3661.68s
Word: ' here.' | Start: 3661.68s | End: 3662.10s
Word: ' Okay,' | Start: 3662.34s | End: 3662.74s
Word: ' well' | Start: 3662.74s | End: 3662.82s
Word: ' hey,' | Start: 3662.82s | End: 3663.14s
Word: ' here's' | Start: 3663.14s | End: 3663.26s
Word: ' a' | Start: 3663.26s | End: 3663.30s
Word: ' little' | Start: 3663.30s | End: 3663.42s
Word: ' bit' | Start: 3663.42s | End: 3663.62s
Word: ' of' | Start: 3663.74s | End: 3663.94s
Word: ' inside' | Start: 3663.94s | End: 3664.16s
Word: ' baseball' | Start: 3664.16s | End: 3664.56s
Word: ' for' | Start: 3664.56s | End: 3664.80s
Word: ' you' | Start: 3664.80s | End: 3664.90s
Word: ' guys.' | Start: 3664.90s | End: 3665.42s
Word: ' We' | Start: 3666.58s | End: 3666.76s
Word: ' are' | Start: 3666.76s | End: 3666.88s
Word: ' supposed' | Start: 3666.88s | End: 3667.26s
Word: ' to' | Start: 3667.26s | End: 3667.68s
Word: ' have' | Start: 3667.68s | End: 3668.48s
Word: ' grab' | Start: 3668.48s | End: 3669.44s
Word: ' and' | Start: 3669.44s | End: 3669.58s
Word: ' go' | Start: 3669.58s | End: 3669.90s
Word: ' keyboards,' | Start: 3669.90s | End: 3671.14s
Word: ' mice,' | Start: 3671.16s | End: 3671.62s
Word: ' power' | Start: 3671.62s | End: 3671.76s
Word: ' supplies,' | Start: 3671.76s | End: 3672.76s
Word: ' microphones.' | Start: 3672.76s | End: 3673.84s
Word: ' Wait,' | Start: 3674.82s | End: 3675.52s
Word: ' what' | Start: 3675.52s | End: 3676.16s
Word: ' is' | Start: 3676.16s | End: 3676.26s
Word: ' he' | Start: 3676.26s | End: 3676.32s
Word: ' talking' | Start: 3676.32s | End: 3676.56s
Word: ' about?' | Start: 3676.56s | End: 3676.90s
Word: ' There's' | Start: 3676.90s | End: 3677.06s
Word: ' totally...' | Start: 3677.06s | End: 3677.56s
Word: ' David,' | Start: 3680.74s | End: 3681.22s
Word: ' there's' | Start: 3681.22s | End: 3681.32s
Word: ' totally' | Start: 3681.32s | End: 3681.66s
Word: ' grab' | Start: 3681.66s | End: 3681.96s
Word: ' and' | Start: 3681.96s | End: 3682.06s
Word: ' go' | Start: 3682.06s | End: 3682.22s
Word: ' keyboards' | Start: 3682.22s | End: 3682.62s
Word: ' here.' | Start: 3682.62s | End: 3683.28s
Word: ' What's' | Start: 3684.02s | End: 3684.24s
Word: ' that?' | Start: 3684.24s | End: 3684.64s
Word: ' There's' | Start: 3684.68s | End: 3685.10s
Word: ' so' | Start: 3685.10s | End: 3685.24s
Word: ' many' | Start: 3685.24s | End: 3685.42s
Word: ' grab' | Start: 3685.42s | End: 3685.70s
Word: ' and' | Start: 3685.70s | End: 3685.80s
Word: ' go' | Start: 3685.80s | End: 3685.94s
Word: ' keyboards' | Start: 3685.94s | End: 3686.32s
Word: ' here.' | Start: 3686.32s | End: 3686.76s
Word: ' There's' | Start: 3686.80s | End: 3686.90s
Word: ' no' | Start: 3686.90s | End: 3686.98s
Word: ' mice' | Start: 3686.98s | End: 3687.22s
Word: ' though.' | Start: 3687.22s | End: 3687.62s
Word: ' Yeah,' | Start: 3687.82s | End: 3688.14s
Word: ' there's' | Start: 3688.14s | End: 3688.28s
Word: ' mice.' | Start: 3688.28s | End: 3688.86s
Word: ' I' | Start: 3692.76s | End: 3692.92s
Word: ' don't' | Start: 3692.92s | End: 3693.08s
Word: ' like' | Start: 3693.08s | End: 3693.30s
Word: ' those' | Start: 3693.30s | End: 3693.48s
Word: ' mice.' | Start: 3693.48s | End: 3693.72s
Word: ' Oh,' | Start: 3693.84s | End: 3694.10s
Word: ' you' | Start: 3694.10s | End: 3694.10s
Word: ' don't' | Start: 3694.10s | End: 3694.36s
Word: ' like' | Start: 3694.36s | End: 3694.70s
Word: ' these' | Start: 3694.70s | End: 3695.10s
Word: ' mice?' | Start: 3695.10s | End: 3695.42s
Word: ' I' | Start: 3695.68s | End: 3695.82s
Word: ' just,' | Start: 3695.82s | End: 3696.14s
Word: ' I' | Start: 3696.14s | End: 3696.62s
Word: ' knew' | Start: 3696.62s | End: 3696.78s
Word: ' that' | Start: 3696.78s | End: 3696.94s
Word: ' there' | Start: 3696.94s | End: 3697.04s
Word: ' was' | Start: 3697.04s | End: 3697.16s
Word: ' a' | Start: 3697.16s | End: 3697.26s
Word: ' couple' | Start: 3697.26s | End: 3697.52s
Word: ' that' | Start: 3698.64s | End: 3698.84s
Word: ' had' | Start: 3698.84s | End: 3698.94s
Word: ' been' | Start: 3698.94s | End: 3699.06s
Word: ' moved,' | Start: 3699.06s | End: 3699.46s
Word: ' so.' | Start: 3699.46s | End: 3699.54s
Word: ' Okay.' | Start: 3699.68s | End: 3700.34s
Word: ' All' | Start: 3702.80s | End: 3703.02s
Word: ' right,' | Start: 3703.02s | End: 3703.16s
Word: ' that' | Start: 3703.16s | End: 3703.22s
Word: ' makes' | Start: 3703.22s | End: 3703.40s
Word: ' way' | Start: 3703.40s | End: 3703.56s
Word: ' more' | Start: 3703.56s | End: 3703.74s
Word: ' sense' | Start: 3703.74s | End: 3704.02s
Word: ' then.' | Start: 3704.02s | End: 3704.42s
Word: ' So' | Start: 3708.28s | End: 3708.68s
Word: ' funny.' | Start: 3708.68s | End: 3709.32s
Word: ' I' | Start: 3710.20s | End: 3710.62s
Word: ' very' | Start: 3710.62s | End: 3712.08s
Word: ' regularly' | Start: 3712.08s | End: 3712.66s
Word: ' get' | Start: 3712.66s | End: 3713.60s
Word: ' called,' | Start: 3713.60s | End: 3714.20s
Word: ' oh,' | Start: 3714.28s | End: 3714.66s
Word: ' well,' | Start: 3714.66s | End: 3714.98s
Word: ' he's' | Start: 3714.98s | End: 3715.06s
Word: ' got' | Start: 3715.06s | End: 3715.20s
Word: ' two' | Start: 3715.20s | End: 3715.34s
Word: ' keyboards' | Start: 3715.34s | End: 3715.68s
Word: ' too.' | Start: 3715.68s | End: 3716.02s
Word: ' I' | Start: 3716.12s | End: 3716.32s
Word: ' very' | Start: 3716.32s | End: 3716.58s
Word: ' regularly' | Start: 3716.58s | End: 3717.08s
Word: ' get' | Start: 3717.08s | End: 3717.42s
Word: ' called' | Start: 3717.42s | End: 3717.74s
Word: ' sort' | Start: 3717.74s | End: 3717.96s
Word: ' of' | Start: 3717.96s | End: 3718.10s
Word: ' like' | Start: 3718.10s | End: 3718.26s
Word: ' out' | Start: 3718.26s | End: 3718.44s
Word: ' of' | Start: 3718.44s | End: 3718.58s
Word: ' touch' | Start: 3718.58s | End: 3718.82s
Word: ' because' | Start: 3718.82s | End: 3719.26s
Word: ' I' | Start: 3719.26s | End: 3720.18s
Word: ' have' | Start: 3720.18s | End: 3720.54s
Word: ' enough' | Start: 3720.54s | End: 3720.74s
Word: ' money' | Start: 3720.74s | End: 3721.14s
Word: ' that' | Start: 3721.14s | End: 3721.60s
Word: ' realistically' | Start: 3721.60s | End: 3722.52s
Word: ' I' | Start: 3722.52s | End: 3723.06s
Word: ' can' | Start: 3723.06s | End: 3723.20s
Word: ' afford' | Start: 3723.20s | End: 3723.46s
Word: ' any' | Start: 3723.46s | End: 3723.64s
Word: ' keyboard' | Start: 3723.64s | End: 3723.90s
Word: ' I' | Start: 3723.90s | End: 3724.08s
Word: ' want' | Start: 3724.08s | End: 3724.38s
Word: ' and' | Start: 3724.38s | End: 3724.62s
Word: ' any' | Start: 3724.62s | End: 3724.96s
Word: ' GPU' | Start: 3724.96s | End: 3725.30s
Word: ' I' | Start: 3725.30s | End: 3725.50s
Word: ' want' | Start: 3725.50s | End: 3725.72s
Word: ' and' | Start: 3725.72s | End: 3725.86s
Word: ' all' | Start: 3725.86s | End: 3725.98s
Word: ' of' | Start: 3725.98s | End: 3726.10s
Word: ' that.' | Start: 3726.10s | End: 3726.42s
Word: ' But' | Start: 3727.38s | End: 3727.52s
Word: ' the' | Start: 3727.52s | End: 3727.68s
Word: ' biggest' | Start: 3727.68s | End: 3728.14s
Word: ' divas' | Start: 3728.14s | End: 3728.68s
Word: ' we' | Start: 3728.68s | End: 3728.86s
Word: ' have' | Start: 3728.86s | End: 3729.14s
Word: ' here' | Start: 3729.14s | End: 3729.50s
Word: ' are' | Start: 3729.50s | End: 3730.58s
Word: ' not' | Start: 3730.58s | End: 3730.88s
Word: ' me.' | Start: 3730.88s | End: 3731.56s
Word: ' Like' | Start: 3731.96s | End: 3732.08s
Word: ' I' | Start: 3732.08s | End: 3732.28s
Word: ' regularly' | Start: 3732.28s | End: 3732.82s
Word: ' have' | Start: 3732.82s | End: 3733.20s
Word: ' to' | Start: 3733.20s | End: 3733.32s
Word: ' bring' | Start: 3733.32s | End: 3733.52s
Word: ' Plouffe' | Start: 3733.52s | End: 3733.88s
Word: ' back' | Start: 3733.88s | End: 3734.12s
Word: ' down' | Start: 3734.12s | End: 3734.32s
Word: ' to' | Start: 3734.32s | End: 3734.50s
Word: ' earth' | Start: 3734.50s | End: 3734.72s
Word: ' in' | Start: 3734.72s | End: 3734.90s
Word: ' terms' | Start: 3734.90s | End: 3735.12s
Word: ' of' | Start: 3735.12s | End: 3735.34s
Word: ' what' | Start: 3735.34s | End: 3736.14s
Word: ' normal' | Start: 3736.14s | End: 3736.48s
Word: ' people' | Start: 3736.48s | End: 3736.88s
Word: ' expect' | Start: 3736.88s | End: 3737.26s
Word: ' from' | Start: 3737.26s | End: 3737.52s
Word: ' a' | Start: 3737.52s | End: 3737.64s
Word: ' monitor' | Start: 3737.64s | End: 3737.96s
Word: ' and' | Start: 3737.96s | End: 3738.18s
Word: ' what' | Start: 3738.18s | End: 3738.38s
Word: ' normal' | Start: 3738.38s | End: 3738.74s
Word: ' people' | Start: 3738.74s | End: 3739.08s
Word: ' are' | Start: 3739.08s | End: 3739.26s
Word: ' willing' | Start: 3739.26s | End: 3739.48s
Word: ' to' | Start: 3739.48s | End: 3739.66s
Word: ' spend' | Start: 3739.66s | End: 3739.94s
Word: ' on' | Start: 3739.94s | End: 3740.16s
Word: ' a' | Start: 3740.16s | End: 3740.26s
Word: ' monitor' | Start: 3740.26s | End: 3740.64s
Word: ' and' | Start: 3740.64s | End: 3740.84s
Word: ' stuff' | Start: 3740.84s | End: 3741.04s
Word: ' like' | Start: 3741.04s | End: 3741.24s
Word: ' that.' | Start: 3741.24s | End: 3741.72s
Word: ' and' | Start: 3741.56s | End: 3743.38s
Word: ' like' | Start: 3743.38s | End: 3743.66s
Word: ' I' | Start: 3743.66s | End: 3744.00s
Word: ' am' | Start: 3744.00s | End: 3744.18s
Word: ' willing' | Start: 3744.18s | End: 3744.40s
Word: ' to' | Start: 3744.40s | End: 3744.62s
Word: ' use' | Start: 3744.62s | End: 3745.02s
Word: ' not' | Start: 3745.74s | End: 3746.02s
Word: ' all' | Start: 3746.02s | End: 3746.22s
Word: ' not' | Start: 3746.22s | End: 3746.52s
Word: ' any' | Start: 3746.52s | End: 3746.82s
Word: ' mouse' | Start: 3746.82s | End: 3747.12s
Word: ' but' | Start: 3747.30s | End: 3747.38s
Word: ' like' | Start: 3747.38s | End: 3747.60s
Word: ' almost' | Start: 3747.60s | End: 3748.18s
Word: ' any' | Start: 3748.18s | End: 3748.46s
Word: ' mouse' | Start: 3748.46s | End: 3748.72s
Word: ' on' | Start: 3748.72s | End: 3748.94s
Word: ' set' | Start: 3748.94s | End: 3749.24s
Word: ' but' | Start: 3749.60s | End: 3749.80s
Word: ' you'll' | Start: 3749.80s | End: 3749.98s
Word: ' have' | Start: 3749.98s | End: 3750.26s
Word: ' you'll' | Start: 3750.26s | End: 3750.62s
Word: ' have' | Start: 3750.62s | End: 3750.74s
Word: ' people' | Start: 3750.74s | End: 3750.96s
Word: ' like' | Start: 3750.96s | End: 3751.16s
Word: ' David' | Start: 3751.24s | End: 3751.44s
Word: ' that' | Start: 3751.44s | End: 3751.68s
Word: ' are' | Start: 3751.68s | End: 3751.78s
Word: ' just' | Start: 3751.78s | End: 3751.92s
Word: ' like' | Start: 3751.92s | End: 3752.16s
Word: ' oh' | Start: 3752.16s | End: 3752.44s
Word: ' I' | Start: 3752.44s | End: 3752.76s
Word: ' was' | Start: 3752.76s | End: 3752.94s
Word: ' being' | Start: 3752.94s | End: 3753.06s
Word: ' silly' | Start: 3753.20s | End: 3753.30s
Word: ' these' | Start: 3753.30s | End: 3753.50s
Word: ' mice' | Start: 3753.50s | End: 3753.72s
Word: ' suck' | Start: 3753.72s | End: 3753.92s
Word: ' were' | Start: 3753.92s | End: 3754.10s
Word: ' you' | Start: 3754.10s | End: 3754.24s
Word: ' yeah' | Start: 3754.24s | End: 3754.52s
Word: ' oh' | Start: 3754.52s | End: 3754.76s
Word: ' oh' | Start: 3755.10s | End: 3755.16s
Word: ' all' | Start: 3755.16s | End: 3755.48s
Word: ' right' | Start: 3755.48s | End: 3755.58s
Word: ' okay' | Start: 3755.58s | End: 3755.80s
Word: ' never' | Start: 3755.80s | End: 3756.02s
Word: ' mind' | Start: 3756.02s | End: 3756.18s
Word: ' still' | Start: 3758.36s | End: 3758.68s
Word: ' I' | Start: 3758.68s | End: 3759.06s
Word: ' I' | Start: 3759.38s | End: 3759.62s
Word: ' think' | Start: 3759.62s | End: 3759.84s
Word: ' you' | Start: 3759.84s | End: 3760.02s
Word: ' I' | Start: 3760.02s | End: 3760.22s
Word: ' think' | Start: 3760.22s | End: 3760.40s
Word: ' you' | Start: 3760.40s | End: 3760.54s
Word: ' care' | Start: 3760.54s | End: 3760.78s
Word: ' a' | Start: 3760.78s | End: 3760.94s
Word: ' fair' | Start: 3760.94s | End: 3761.10s
Word: ' bit' | Start: 3761.18s | End: 3761.32s
Word: ' about' | Start: 3761.32s | End: 3761.60s
Word: ' your' | Start: 3761.60s | End: 3761.80s
Word: ' stuff' | Start: 3761.80s | End: 3762.08s
Word: ' I' | Start: 3762.08s | End: 3762.30s
Word: ' do' | Start: 3762.30s | End: 3762.44s
Word: ' I' | Start: 3762.96s | End: 3763.28s
Word: ' mean' | Start: 3763.28s | End: 3763.40s
Word: ' if' | Start: 3763.40s | End: 3763.60s
Word: ' you've' | Start: 3763.60s | End: 3763.78s
Word: ' seen' | Start: 3763.78s | End: 3763.90s
Word: ' his' | Start: 3763.90s | End: 3764.10s
Word: ' garage' | Start: 3764.10s | End: 3764.48s
Word: ' you' | Start: 3764.96s | End: 3765.96s
Word: ' know' | Start: 3765.96s | End: 3766.18s
Word: ' you' | Start: 3766.18s | End: 3766.40s
Word: ' know' | Start: 3766.40s | End: 3766.52s
Word: ' but' | Start: 3766.52s | End: 3766.68s
Word: ' he's' | Start: 3766.68s | End: 3766.84s
Word: ' a' | Start: 3766.84s | End: 3766.90s
Word: ' gamer' | Start: 3766.90s | End: 3767.14s
Word: ' no' | Start: 3768.08s | End: 3768.38s
Word: ' yeah' | Start: 3769.04s | End: 3769.24s
Word: ' no' | Start: 3769.24s | End: 3769.58s
Word: ' yeah' | Start: 3769.58s | End: 3769.92s
Word: ' sure' | Start: 3769.92s | End: 3770.36s
Word: ' sure' | Start: 3770.36s | End: 3770.92s
Word: ' We're' | Start: 3771.40s | End: 3771.58s
Word: ' missing' | Start: 3771.58s | End: 3771.80s
Word: ' one' | Start: 3771.80s | End: 3772.10s
Word: ' ethernet.' | Start: 3772.10s | End: 3772.48s
Word: ' Do' | Start: 3772.48s | End: 3772.54s
Word: ' we' | Start: 3772.54s | End: 3772.64s
Word: ' really' | Start: 3772.64s | End: 3772.86s
Word: ' only' | Start: 3772.86s | End: 3773.00s
Word: ' have' | Start: 3773.00s | End: 3773.16s
Word: ' one' | Start: 3773.16s | End: 3773.56s
Word: ' cable?' | Start: 3773.56s | End: 3775.28s
Word: ' No,' | Start: 3776.24s | End: 3776.86s
Word: ' there's' | Start: 3776.86s | End: 3777.04s
Word: ' a' | Start: 3777.04s | End: 3777.08s
Word: ' blue' | Start: 3777.08s | End: 3777.20s
Word: ' one' | Start: 3777.20s | End: 3777.34s
Word: ' right' | Start: 3777.34s | End: 3777.44s
Word: ' there.' | Start: 3777.44s | End: 3777.74s
Word: ' You' | Start: 3778.10s | End: 3778.20s
Word: ' can' | Start: 3778.20s | End: 3778.30s
Word: ' just' | Start: 3778.30s | End: 3778.40s
Word: ' plug' | Start: 3778.40s | End: 3778.56s
Word: ' that' | Start: 3778.56s | End: 3778.70s
Word: ' in' | Start: 3778.70s | End: 3778.84s
Word: ' anywhere' | Start: 3778.84s | End: 3779.08s
Word: ' on' | Start: 3779.08s | End: 3779.22s
Word: ' the' | Start: 3779.22s | End: 3779.30s
Word: ' switch' | Start: 3779.30s | End: 3779.48s
Word: ' and' | Start: 3779.58s | End: 3779.64s
Word: ' then' | Start: 3779.64s | End: 3779.70s
Word: ' we're' | Start: 3779.70s | End: 3779.82s
Word: ' good' | Start: 3779.82s | End: 3779.90s
Word: ' to' | Start: 3779.90s | End: 3779.98s
Word: ' go.' | Start: 3779.98s | End: 3780.28s
Word: ' Dan,' | Start: 3780.98s | End: 3781.28s
Word: ' you' | Start: 3781.28s | End: 3781.28s
Word: ' wanna' | Start: 3781.28s | End: 3781.38s
Word: ' hit' | Start: 3781.38s | End: 3781.48s
Word: ' me' | Start: 3781.48s | End: 3781.56s
Word: ' with' | Start: 3781.56s | End: 3781.66s
Word: ' a' | Start: 3781.66s | End: 3781.72s
Word: ' merch' | Start: 3781.72s | End: 3781.84s
Word: ' message?' | Start: 3781.84s | End: 3782.24s
Word: ' Oh,' | Start: 3782.36s | End: 3782.74s
Word: ' in' | Start: 3782.74s | End: 3782.92s
Word: ' case' | Start: 3782.92s | End: 3783.04s
Word: ' you' | Start: 3783.04s | End: 3783.16s
Word: ' guys' | Start: 3783.16s | End: 3783.28s
Word: ' are' | Start: 3783.28s | End: 3783.38s
Word: ' wondering' | Start: 3783.38s | End: 3783.58s
Word: ' what' | Start: 3783.70s | End: 3783.80s
Word: ' the' | Start: 3783.80s | End: 3783.90s
Word: ' heck' | Start: 3783.90s | End: 3784.06s
Word: ' we're' | Start: 3784.06s | End: 3784.24s
Word: ' setting' | Start: 3784.24s | End: 3784.44s
Word: ' up,' | Start: 3784.44s | End: 3784.82s
Word: ' this' | Start: 3785.20s | End: 3785.28s
Word: ' is' | Start: 3785.28s | End: 3785.38s
Word: ' a' | Start: 3785.38s | End: 3785.48s
Word: ' drag' | Start: 3785.48s | End: 3785.70s
Word: ' race' | Start: 3785.70s | End: 3786.02s
Word: ' between' | Start: 3786.02s | End: 3786.62s
Word: ' the' | Start: 3786.62s | End: 3787.02s
Word: ' new' | Start: 3787.02s | End: 3787.12s
Word: ' machine' | Start: 3787.12s | End: 3787.48s
Word: ' and' | Start: 3788.02s | End: 3788.38s
Word: ' the' | Start: 3788.38s | End: 3789.64s
Word: ' less' | Start: 3789.64s | End: 3790.16s
Word: ' new' | Start: 3790.16s | End: 3790.98s
Word: ' machine.' | Start: 3790.98s | End: 3791.72s
Word: ' Let's' | Start: 3792.68s | End: 3793.02s
Word: ' see,' | Start: 3793.02s | End: 3793.20s
Word: ' oh,' | Start: 3793.20s | End: 3793.82s
Word: ' let's' | Start: 3793.82s | End: 3794.26s
Word: ' see' | Start: 3794.26s | End: 3794.34s
Word: ' if' | Start: 3794.34s | End: 3794.42s
Word: ' she' | Start: 3794.42s | End: 3794.52s
Word: ' fires' | Start: 3794.52s | End: 3794.78s
Word: ' up.' | Start: 3794.78s | End: 3795.02s
Word: ' And,' | Start: 3796.56s | End: 3799.00s
Word: ' oh' | Start: 3799.00s | End: 3799.54s
Word: ' no.' | Start: 3799.54s | End: 3800.48s
Word: ' guys' | Start: 3801.16s | End: 3801.42s
Word: ' i' | Start: 3801.42s | End: 3801.68s
Word: ' did' | Start: 3801.68s | End: 3801.90s
Word: ' it' | Start: 3801.90s | End: 3802.10s
Word: ' i' | Start: 3802.10s | End: 3803.22s
Word: ' whammy'd' | Start: 3803.22s | End: 3803.74s
Word: ' us' | Start: 3803.74s | End: 3803.96s
Word: ' i' | Start: 3803.96s | End: 3804.96s
Word: ' put' | Start: 3804.96s | End: 3805.12s
Word: ' the' | Start: 3805.12s | End: 3805.28s
Word: ' side' | Start: 3805.28s | End: 3805.50s
Word: ' panels' | Start: 3805.50s | End: 3805.84s
Word: ' on' | Start: 3805.84s | End: 3806.16s
Word: ' you' | Start: 3806.16s | End: 3806.42s
Word: ' fool' | Start: 3806.42s | End: 3806.80s
Word: ' there' | Start: 3806.80s | End: 3807.56s
Word: ' is' | Start: 3807.56s | End: 3807.82s
Word: ' there' | Start: 3809.54s | End: 3809.84s
Word: ' is' | Start: 3809.84s | End: 3810.02s
Word: ' no' | Start: 3810.02s | End: 3810.32s
Word: ' chance' | Start: 3810.32s | End: 3810.78s
Word: ' that' | Start: 3810.78s | End: 3811.38s
Word: ' this' | Start: 3811.38s | End: 3811.58s
Word: ' just' | Start: 3811.58s | End: 3811.76s
Word: ' fires' | Start: 3811.76s | End: 3812.04s
Word: ' up' | Start: 3812.04s | End: 3812.24s
Word: ' on' | Start: 3812.24s | End: 3812.38s
Word: ' the' | Start: 3812.38s | End: 3812.48s
Word: ' first' | Start: 3812.48s | End: 3812.68s
Word: ' try' | Start: 3812.68s | End: 3812.86s
Word: ' i' | Start: 3812.86s | End: 3813.08s
Word: ' don't' | Start: 3813.08s | End: 3813.26s
Word: ' know' | Start: 3813.26s | End: 3813.86s
Word: ' it's' | Start: 3813.86s | End: 3814.06s
Word: ' got' | Start: 3814.06s | End: 3814.18s
Word: ' aces' | Start: 3814.18s | End: 3814.54s
Word: ' components' | Start: 3814.54s | End: 3814.88s
Word: ' in' | Start: 3815.04s | End: 3815.16s
Word: ' it' | Start: 3815.16s | End: 3815.24s
Word: ' it' | Start: 3815.24s | End: 3815.36s
Word: ' might' | Start: 3815.36s | End: 3815.50s
Word: ' be' | Start: 3815.50s | End: 3815.64s
Word: ' perfect' | Start: 3815.64s | End: 3816.04s
Word: ' well' | Start: 3816.04s | End: 3816.74s
Word: ' no' | Start: 3816.74s | End: 3817.18s
Word: ' it' | Start: 3817.18s | End: 3817.48s
Word: ' doesn't' | Start: 3817.48s | End: 3817.76s
Word: ' matter' | Start: 3817.76s | End: 3818.04s
Word: ' the' | Start: 3818.04s | End: 3818.26s
Word: ' four' | Start: 3818.26s | End: 3818.46s
Word: ' sticks' | Start: 3818.46s | End: 3818.74s
Word: ' around' | Start: 3818.74s | End: 3818.98s
Word: ' it' | Start: 3818.98s | End: 3819.34s
Word: ' it' | Start: 3819.34s | End: 3819.64s
Word: ' doesn't' | Start: 3819.64s | End: 3819.94s
Word: ' matter' | Start: 3819.98s | End: 3820.22s
Word: ' when' | Start: 3820.22s | End: 3820.80s
Word: ' you' | Start: 3820.80s | End: 3820.92s
Word: ' close' | Start: 3820.92s | End: 3821.20s
Word: ' the' | Start: 3821.20s | End: 3821.38s
Word: ' side' | Start: 3821.38s | End: 3821.64s
Word: ' panel' | Start: 3821.64s | End: 3822.02s
Word: ' there' | Start: 3822.02s | End: 3822.90s
Word: ' is' | Start: 3822.90s | End: 3823.10s
Word: ' literally' | Start: 3823.10s | End: 3823.66s
Word: ' no' | Start: 3823.66s | End: 3824.46s
Word: ' chance' | Start: 3824.46s | End: 3824.98s
Word: ' no' | Start: 3824.98s | End: 3826.40s
Word: ' chance' | Start: 3826.40s | End: 3826.70s
Word: ' that' | Start: 3826.70s | End: 3826.96s
Word: ' it' | Start: 3826.96s | End: 3827.04s
Word: ' will' | Start: 3827.04s | End: 3827.12s
Word: ' fire' | Start: 3827.12s | End: 3827.32s
Word: ' up' | Start: 3827.28s | End: 3827.46s
Word: ' the' | Start: 3827.46s | End: 3827.60s
Word: ' first' | Start: 3827.60s | End: 3827.78s
Word: ' time' | Start: 3827.78s | End: 3828.02s
Word: ' without' | Start: 3828.02s | End: 3828.22s
Word: ' issue.' | Start: 3828.22s | End: 3828.80s
Word: ' Editors' | Start: 3828.80s | End: 3829.66s
Word: ' are' | Start: 3829.66s | End: 3829.94s
Word: ' cursed.' | Start: 3829.94s | End: 3830.68s
Word: ' Do' | Start: 3830.68s | End: 3831.14s
Word: ' you' | Start: 3831.14s | End: 3831.20s
Word: ' want' | Start: 3831.20s | End: 3831.22s
Word: ' a' | Start: 3831.22s | End: 3831.28s
Word: ' merch' | Start: 3831.28s | End: 3831.42s
Word: ' message' | Start: 3831.42s | End: 3831.74s
Word: ' while' | Start: 3831.74s | End: 3831.96s
Word: ' we' | Start: 3831.96s | End: 3832.10s
Word: ' wait' | Start: 3832.10s | End: 3832.26s
Word: ' for' | Start: 3832.32s | End: 3832.38s
Word: ' it' | Start: 3832.38s | End: 3832.44s
Word: ' to' | Start: 3832.44s | End: 3832.54s
Word: ' fail?' | Start: 3832.54s | End: 3832.92s
Word: ' Yeah' | Start: 3832.92s | End: 3833.10s
Word: ' sure' | Start: 3833.10s | End: 3833.46s
